contentId,recommendedContentId,similarityScore
4739732607073456292,-8112397019636931887,1.0
4739732607073456292,4917926779066818777,0.1376
4739732607073456292,3456446200772320915,0.1364
4739732607073456292,9168028029170358424,0.132
-8112397019636931887,4739732607073456292,1.0
-8112397019636931887,-8112397019636931887,1.0
-8112397019636931887,4917926779066818777,0.1376
-8112397019636931887,3456446200772320915,0.1364
-8112397019636931887,9168028029170358424,0.132
7078276984547732873,-2990485643677949494,1.0
7078276984547732873,-2990485643677949494,1.0
7078276984547732873,7078276984547732873,1.0
7078276984547732873,7078276984547732873,1.0
7078276984547732873,-9102431381393428051,1.0
8589361101754366293,909703879562824170,0.3539
8589361101754366293,-2797708685347481851,0.3415
8589361101754366293,-6245566021053602636,0.3223
8589361101754366293,-387651900461462767,0.3026
8589361101754366293,-7908990633460844158,0.2819
-7714713652743527644,-8254222281357012124,0.3268
-7714713652743527644,-6859363289291329827,0.323
-7714713652743527644,-8968101771604200516,0.3203
-7714713652743527644,-2323511129839590090,0.3167
-7714713652743527644,-7009536306337650657,0.3127
4139191914110236238,7255021292858609470,1.0
4139191914110236238,5238119115012015307,0.6283
4139191914110236238,4069333494579100211,0.5144
4139191914110236238,-8187220755213888616,0.4505
4139191914110236238,-2976309714446243509,0.4225
-703416562539077070,5238119115012015307,0.4243
-703416562539077070,4139191914110236238,0.3813
-703416562539077070,7255021292858609470,0.3813
-703416562539077070,4069333494579100211,0.3245
-703416562539077070,-2976309714446243509,0.2878
-1706114177222872702,-1706114177222872702,1.0
-1706114177222872702,-703416562539077070,0.2329
-1706114177222872702,5238119115012015307,0.173
-1706114177222872702,1041289933344278866,0.1723
-1706114177222872702,-4760639635023250284,0.1653
-1706114177222872702,-1706114177222872702,1.0
-1706114177222872702,-703416562539077070,0.2329
-1706114177222872702,5238119115012015307,0.173
-1706114177222872702,1041289933344278866,0.1723
-1706114177222872702,-4760639635023250284,0.1653
7606744605433799135,-8194774279664546436,0.4619
7606744605433799135,9113647036759476320,0.3383
7606744605433799135,-8900113512825364282,0.3334
7606744605433799135,4369833742675497700,0.3153
7606744605433799135,-4024778022934140027,0.3113
2672238531812965181,5036201777135800491,0.4017
2672238531812965181,-4145260601063545880,0.3539
2672238531812965181,-7387185690512762935,0.3493
2672238531812965181,5514214996211995551,0.272
2672238531812965181,-5491334714953807444,0.1863
7078276984547732873,-2990485643677949494,1.0
7078276984547732873,-2990485643677949494,1.0
7078276984547732873,7078276984547732873,1.0
7078276984547732873,7078276984547732873,1.0
7078276984547732873,-9102431381393428051,1.0
-6878119266243511199,-6878119266243511199,1.0
-6878119266243511199,-6878119266243511199,1.0
-6878119266243511199,8947914348334479785,0.3834
-6878119266243511199,4625350031392752392,0.3127
-6878119266243511199,1805849336099641652,0.2823
-6603351162010419903,4069333494579100211,0.2395
-6603351162010419903,5238119115012015307,0.2343
-6603351162010419903,4139191914110236238,0.1897
-6603351162010419903,7255021292858609470,0.1897
-6603351162010419903,-2976309714446243509,0.1481
-1981734999963962468,4604014376318271136,0.3941
-1981734999963962468,-5791454671270548045,0.3459
-1981734999963962468,-1701416312023927957,0.2869
-1981734999963962468,-4068545238978420047,0.2648
-1981734999963962468,-4068545238978420047,0.2648
3375733407275108717,381577463519666187,0.1924
3375733407275108717,4419562057180692966,0.191
3375733407275108717,-3537777320523757545,0.1648
3375733407275108717,6437568358552101410,0.1626
3375733407275108717,-5410531116380081703,0.1395
372648779227126668,2415534163825594672,0.2941
372648779227126668,-6308850935767965758,0.1528
372648779227126668,4422997595777504091,0.1445
372648779227126668,7915650190943924834,0.1313
372648779227126668,-6765871608738223618,0.1269
-5820943153819992582,7823781477664935857,0.3128
-5820943153819992582,1797385737206265555,0.3119
-5820943153819992582,1981046186743381313,0.2685
-5820943153819992582,5037221949349729844,0.2578
-5820943153819992582,734632752661830332,0.2578
4917926779066818777,-6016433871633244814,0.2058
4917926779066818777,-504935756748713175,0.1963
4917926779066818777,3456446200772320915,0.1887
4917926779066818777,9168028029170358424,0.1863
4917926779066818777,5232169374213306041,0.1804
5232169374213306041,-504935756748713175,0.2091
5232169374213306041,-8041742992841055506,0.1835
5232169374213306041,4917926779066818777,0.1804
5232169374213306041,-6016433871633244814,0.1734
5232169374213306041,3456446200772320915,0.1727
-614408900691920886,2709926970543371965,0.1715
-614408900691920886,-3405516291669853723,0.1348
-614408900691920886,240943776326872028,0.1317
-614408900691920886,4045164454094417310,0.1216
-614408900691920886,6369367631770966886,0.1133
3801064060797809024,-1852234953549915446,0.1445
3801064060797809024,4917926779066818777,0.1373
3801064060797809024,-6275771337261603227,0.1302
3801064060797809024,-504935756748713175,0.1174
3801064060797809024,-2778760500673113802,0.1133
-8686523832043452855,-504935756748713175,0.157
-8686523832043452855,5232169374213306041,0.1236
-8686523832043452855,-1852234953549915446,0.1224
-8686523832043452855,-6016433871633244814,0.1135
-8686523832043452855,-6275771337261603227,0.1129
1107739178195154647,-5082274522455747241,0.251
1107739178195154647,-5037827401452845772,0.2439
1107739178195154647,374352050712569304,0.2383
1107739178195154647,6044362651232258738,0.2361
1107739178195154647,-7009536306337650657,0.2331
-5444306124868253918,1862503310075246782,0.4194
-5444306124868253918,-6761163882540291832,0.3964
-5444306124868253918,-7009536306337650657,0.3864
-5444306124868253918,-8968101771604200516,0.3842
-5444306124868253918,4815632823882298534,0.3839
-7564053678326007415,-5997769775112032630,0.3774
-7564053678326007415,966067567430037498,0.3695
-7564053678326007415,3294074907209583622,0.3588
-7564053678326007415,-6739959707791598779,0.3222
-7564053678326007415,-8099145207792678586,0.3159
5508665170385092264,2598008935363515744,0.6911
5508665170385092264,-5968239566051821631,0.4158
5508665170385092264,7238948407563080770,0.2258
5508665170385092264,-8473322535064919980,0.1259
5508665170385092264,-807868207410889392,0.1167
4544213501105457932,6797493571710971497,0.2445
4544213501105457932,444378495316508239,0.2433
4544213501105457932,9208127165664287660,0.2348
4544213501105457932,8381798621267347902,0.2255
4544213501105457932,8381798621267347902,0.2255
914293752636521893,-7033990154815318757,0.2043
914293752636521893,-5557505576293652420,0.1985
914293752636521893,1981046186743381313,0.1797
914293752636521893,3149164017776669829,0.1737
914293752636521893,-205193648629294862,0.1607
6369367631770966886,123378787151399958,0.4696
6369367631770966886,-5082274522455747241,0.4543
6369367631770966886,2639926854188906104,0.4435
6369367631770966886,8869575677747285539,0.4373
6369367631770966886,4313871021753084020,0.4349
1738052593226421681,-7009536306337650657,0.3261
1738052593226421681,6044362651232258738,0.3254
1738052593226421681,-6584408680441477889,0.3248
1738052593226421681,-8254222281357012124,0.314
1738052593226421681,374352050712569304,0.3103
-1338957937839941365,-6810702648836067504,0.3417
-1338957937839941365,-4615179238096674750,0.3206
-1338957937839941365,123378787151399958,0.2997
-1338957937839941365,-1669098707776725430,0.2942
-1338957937839941365,8856169137131817223,0.2871
7255021292858609470,7255021292858609470,1.0
7255021292858609470,5238119115012015307,0.6283
7255021292858609470,4069333494579100211,0.5144
7255021292858609470,-8187220755213888616,0.4505
7255021292858609470,-2976309714446243509,0.4225
2491414153837906223,-5411404485622449820,0.1441
2491414153837906223,-504935756748713175,0.1378
2491414153837906223,-6056382045660082261,0.1376
2491414153837906223,7000840123067725009,0.1196
2491414153837906223,3687286164936910007,0.114
1719976830095479814,-1852234953549915446,0.1471
1719976830095479814,-6275771337261603227,0.1462
1719976830095479814,-504935756748713175,0.1443
1719976830095479814,3705075652854270482,0.1354
1719976830095479814,3687286164936910007,0.1336
-6275771337261603227,-504935756748713175,0.1739
-6275771337261603227,4917926779066818777,0.1581
-6275771337261603227,3687286164936910007,0.1474
-6275771337261603227,1719976830095479814,0.1462
-6275771337261603227,5232169374213306041,0.1394
764116021156146784,2927476152522512441,0.4484
764116021156146784,-96719740408441346,0.4284
764116021156146784,400125073514833994,0.4249
764116021156146784,-8412113620940365599,0.402
764116021156146784,5037221949349729844,0.3513
7572869304086387835,3609315114795782005,0.2757
7572869304086387835,-9089854794058353436,0.2202
7572869304086387835,-9128652074338368262,0.2185
7572869304086387835,5619269934194012474,0.2049
7572869304086387835,8078873160882064481,0.2007
-4944551138301474550,3205047378909988692,0.2086
-4944551138301474550,5967886403500658324,0.2053
-4944551138301474550,5817939718364925129,0.188
-4944551138301474550,5817939718364925129,0.188
-4944551138301474550,2628816849077589497,0.188
-5579492244806284582,-5689187996536546877,0.1528
-5579492244806284582,5270696484536580646,0.1526
-5579492244806284582,8676570915361993722,0.1487
-5579492244806284582,-6765871608738223618,0.143
-5579492244806284582,6255978182562760059,0.1403
49177526672934036,4788854083489560153,0.3365
49177526672934036,-5602127731550819348,0.3265
49177526672934036,2930191803881821526,0.3262
49177526672934036,1649752043999819668,0.2934
49177526672934036,-8757701761088346244,0.2833
-6324550271415246022,-8722526817358894474,0.5239
-6324550271415246022,7004101889471761341,0.5225
-6324550271415246022,3582716808949240433,0.4688
-6324550271415246022,833256912680066502,0.43
-6324550271415246022,7400247075626691905,0.3721
300937643051923212,896159636285333275,0.2113
300937643051923212,4981361987119307017,0.1198
300937643051923212,8748370453256790422,0.0809
300937643051923212,-1557461511205521728,0.0801
300937643051923212,7963184191158282052,0.0798
-9055044275358686874,-6792965795755857419,0.4027
-9055044275358686874,4338940510328721138,0.3759
-9055044275358686874,-8123488152283046553,0.3715
-9055044275358686874,-3061741807736367554,0.3289
-9055044275358686874,-8641360668993633978,0.3283
3980405883168341377,-6940659689413147290,0.5363
3980405883168341377,-799315203186826480,0.5153
3980405883168341377,-8189315446782327370,0.5054
3980405883168341377,-9050450867630628092,0.4977
3980405883168341377,-7442296890640709658,0.4741
-2208293144000550811,8259682769688682084,0.4052
-2208293144000550811,5410293063635507608,0.3949
-2208293144000550811,2788367348502337122,0.3892
-2208293144000550811,-8704908797766843570,0.3859
-2208293144000550811,4247196691613374764,0.3646
6424668376409530281,-91139000311163410,0.5576
6424668376409530281,5410293063635507608,0.5333
6424668376409530281,-8704908797766843570,0.5319
6424668376409530281,2788367348502337122,0.5188
6424668376409530281,-1564468014116140117,0.4962
-8949113594875411859,123378787151399958,0.3093
-8949113594875411859,3995377148178067553,0.3039
-8949113594875411859,-5843518165523212471,0.2966
-8949113594875411859,8386493184609384928,0.2957
-8949113594875411859,-4386371945374980231,0.2939
2589533162305407436,8968837261991914049,0.2596
2589533162305407436,6987435400166905688,0.2435
2589533162305407436,-1403735753867098241,0.2288
2589533162305407436,5111115201913219115,0.2205
2589533162305407436,2220561310072186802,0.211
3751305746867503759,-5043294260151549400,0.486
3751305746867503759,4717008760225392411,0.4689
3751305746867503759,4313871021753084020,0.4405
3751305746867503759,-6761163882540291832,0.4347
3751305746867503759,123378787151399958,0.4295
6535950170823528902,-6851896696719147400,0.4078
6535950170823528902,7529823674661315431,0.3765
6535950170823528902,-7908990633460844158,0.3746
6535950170823528902,5787934590133549357,0.3556
6535950170823528902,7400903238402587728,0.3554
-3234984575507976056,6341647533150019811,0.3026
-3234984575507976056,123378787151399958,0.3007
-3234984575507976056,5779887740609126631,0.3001
-3234984575507976056,-5082274522455747241,0.299
-3234984575507976056,6044362651232258738,0.2938
-3348458175249982599,4169374063813159761,0.2453
-3348458175249982599,4169374063813159761,0.2453
-3348458175249982599,-5843518165523212471,0.2444
-3348458175249982599,-3191013159715472435,0.2433
-3348458175249982599,-1820269894165785259,0.2425
-655909700262679295,-7009536306337650657,0.2744
-655909700262679295,484986956330644320,0.2537
-655909700262679295,-8968101771604200516,0.2509
-655909700262679295,4909630283317268181,0.2494
-655909700262679295,-6761163882540291832,0.2478
-8700857105739861338,2323403245382926621,0.2478
-8700857105739861338,-7082978776831463151,0.2096
-8700857105739861338,-4833307637594287163,0.194
-8700857105739861338,6831941111848480366,0.1902
-8700857105739861338,-4700714777342103147,0.1893
9220445660318725468,-1046621686880462790,0.2117
9220445660318725468,5036201777135800491,0.1589
9220445660318725468,-7387185690512762935,0.1533
9220445660318725468,7059601745558171892,0.1441
9220445660318725468,-7762049078455894395,0.1343
1024145536490998555,3579921471626387620,0.2673
1024145536490998555,-4469492210394109129,0.264
1024145536490998555,7181581805250416928,0.2532
1024145536490998555,-4399400419562742528,0.2501
1024145536490998555,-3614882924009373024,0.2456
-7891960098457323262,5979676385148714519,0.6086
-7891960098457323262,4657430003888493310,0.2701
-7891960098457323262,1433393829724383645,0.2147
-7891960098457323262,-6940659689413147290,0.2094
-7891960098457323262,8754824745136110042,0.2087
-1852234953549915446,-7814257818245609902,0.188
-1852234953549915446,-504935756748713175,0.1644
-1852234953549915446,-7399665664688732365,0.1622
-1852234953549915446,865977730460714234,0.1594
-1852234953549915446,34557439830244258,0.1564
-8041742992841055506,-3750301395521973493,0.2354
-8041742992841055506,5232169374213306041,0.1835
-8041742992841055506,-504935756748713175,0.1634
-8041742992841055506,-6056382045660082261,0.1553
-8041742992841055506,3687286164936910007,0.1449
3720742491238027703,7775857588929395558,0.5863
3720742491238027703,-4309525417316029305,0.4302
3720742491238027703,6015995473246774717,0.3387
3720742491238027703,-2703878216681968882,0.3078
3720742491238027703,3293246847422795557,0.297
-5570129644089964821,8428597553954921991,0.2808
-5570129644089964821,2736373711035411385,0.2218
-5570129644089964821,-5784228041033890044,0.2212
-5570129644089964821,-6778286518036232293,0.2088
-5570129644089964821,4751741894255718069,0.192
459008865413659388,-450825503558460924,0.2572
459008865413659388,123378787151399958,0.2331
459008865413659388,-3699283667575074041,0.226
459008865413659388,-7009536306337650657,0.2259
459008865413659388,-2323511129839590090,0.2195
1433951803438448289,1433951803438448289,1.0
1433951803438448289,638282658987724754,0.3752
1433951803438448289,2220561310072186802,0.3094
1433951803438448289,-8068727428160395745,0.3073
1433951803438448289,5258604889412591249,0.2892
541470630329465127,-6739959707791598779,0.3197
541470630329465127,966067567430037498,0.2668
541470630329465127,3294074907209583622,0.2609
541470630329465127,1433393829724383645,0.2285
541470630329465127,1515492713000932747,0.2194
1433951803438448289,1433951803438448289,1.0
1433951803438448289,638282658987724754,0.3752
1433951803438448289,2220561310072186802,0.3094
1433951803438448289,-8068727428160395745,0.3073
1433951803438448289,5258604889412591249,0.2892
-6157984812065160219,123378787151399958,0.453
-6157984812065160219,-5082274522455747241,0.4436
-6157984812065160219,1115750778137998115,0.4314
-6157984812065160219,4313871021753084020,0.4289
-6157984812065160219,4815632823882298534,0.4267
2032007496318616962,374352050712569304,0.1953
2032007496318616962,-5082274522455747241,0.1949
2032007496318616962,-2323511129839590090,0.1906
2032007496318616962,-78422372027822130,0.1871
2032007496318616962,-7009536306337650657,0.1864
6234756865145917449,123378787151399958,0.3494
6234756865145917449,4815632823882298534,0.3342
6234756865145917449,4313871021753084020,0.332
6234756865145917449,4807410384082534048,0.3221
6234756865145917449,-5082274522455747241,0.3218
1556878199027930272,1556878199027930272,1.0
1556878199027930272,-4086521633840243549,0.3289
1556878199027930272,7359386552064322134,0.3261
1556878199027930272,-5843518165523212471,0.2339
1556878199027930272,4563006651994272837,0.2335
1698483880714927645,5684817723169964056,0.2146
1698483880714927645,-3850335246895770347,0.2106
1698483880714927645,1058405970043104639,0.2041
1698483880714927645,1805849336099641652,0.1975
1698483880714927645,4877833951599818487,0.1959
-6542996094878850014,-2976309714446243509,0.2382
-6542996094878850014,-3363563881552061188,0.2222
-6542996094878850014,5238119115012015307,0.2133
-6542996094878850014,-7876497512693688413,0.2119
-6542996094878850014,-6308850935767965758,0.1842
-3875881534863988868,-4487024160266973763,0.4159
-3875881534863988868,-6772940823843058601,0.4142
-3875881534863988868,1117455951802655890,0.3838
-3875881534863988868,-8591127493017117985,0.3227
-3875881534863988868,2051327203770554158,0.3129
909703879562824170,-6245566021053602636,0.366
909703879562824170,8589361101754366293,0.3539
909703879562824170,-387651900461462767,0.3318
909703879562824170,-2797708685347481851,0.3292
909703879562824170,-7908990633460844158,0.3224
5051167660880461112,4877833951599818487,0.3719
5051167660880461112,-518690781085251687,0.3156
5051167660880461112,1328618437884612347,0.3111
5051167660880461112,6304895356046683527,0.2944
5051167660880461112,5211673327552264703,0.2901
8295457724580096419,-7534240757267992657,0.1833
8295457724580096419,-1868297195590431285,0.1796
8295457724580096419,-844797936291539016,0.1694
8295457724580096419,962287586799267519,0.1693
8295457724580096419,1266958185239582088,0.167
3608243634452078989,-7009536306337650657,0.2966
3608243634452078989,4313871021753084020,0.2961
3608243634452078989,-2323511129839590090,0.2919
3608243634452078989,-8254222281357012124,0.287
3608243634452078989,8185199775369928004,0.2864
-8510490754427841940,-5953227649059336919,0.1715
-8510490754427841940,-326357109758599578,0.1588
-8510490754427841940,162771765556771108,0.1558
-8510490754427841940,4843782008053284888,0.1498
-8510490754427841940,2546657529517570876,0.1369
-8722526817358894474,833256912680066502,0.5615
-8722526817358894474,7004101889471761341,0.5323
-8722526817358894474,7400247075626691905,0.5248
-8722526817358894474,-6324550271415246022,0.5239
-8722526817358894474,-3697359635590244386,0.509
5165953265902526320,6157037646878010131,0.1723
5165953265902526320,-5636731245639685654,0.1604
5165953265902526320,-7565625515044903967,0.1273
5165953265902526320,3533132794957138580,0.1135
5165953265902526320,-7481609677042800346,0.1079
6910763794618680440,-7762049078455894395,0.1205
6910763794618680440,957332268361319692,0.1077
6910763794618680440,8886002764685330098,0.1035
6910763794618680440,-3058031327323357308,0.0955
6910763794618680440,6255978182562760059,0.0949
6754313450809254838,4774970687540378081,0.3254
6754313450809254838,3273084325487543386,0.2988
6754313450809254838,-8187220755213888616,0.2835
6754313450809254838,-7002558676365724983,0.2782
6754313450809254838,5533752987392101383,0.2763
4625350031392752392,4877833951599818487,0.4743
4625350031392752392,-9033211547111606164,0.3928
4625350031392752392,-5500597021296520708,0.3806
4625350031392752392,1805849336099641652,0.3741
4625350031392752392,-3404981437157985820,0.3738
5037221949349729844,734632752661830332,1.0
5037221949349729844,764116021156146784,0.3513
5037221949349729844,400125073514833994,0.2969
5037221949349729844,2927476152522512441,0.2626
5037221949349729844,-5820943153819992582,0.2578
-7959318068735027467,-2940536914889279273,0.3144
-7959318068735027467,8384349834972693428,0.3045
-7959318068735027467,-5791454671270548045,0.2881
-7959318068735027467,-1192619987285372590,0.2819
-7959318068735027467,-4068545238978420047,0.2646
163780025692404854,7540764978459875963,0.1099
163780025692404854,7253370880729538418,0.0929
163780025692404854,3035329611795434601,0.0844
163780025692404854,-4187268503708157132,0.0839
163780025692404854,-4187268503708157132,0.0839
321193326651975856,4629488036162962359,0.3303
321193326651975856,123378787151399958,0.2718
321193326651975856,-7726397374158219907,0.2629
321193326651975856,-5799839529845993396,0.2625
321193326651975856,-2587745393898245957,0.2615
-229081393244987789,6237433897543964784,0.4835
-229081393244987789,5250363310227021277,0.3609
-229081393244987789,-7126520323752764957,0.3599
-229081393244987789,2220561310072186802,0.3371
-229081393244987789,-9128652074338368262,0.3323
-1901742495252324928,5311977399951270341,0.441
-1901742495252324928,-5434287697440336767,0.4058
-1901742495252324928,-4049108709890217048,0.3731
-1901742495252324928,-7681408188643141872,0.2826
-1901742495252324928,3035329611795434601,0.2397
2457939609972623332,-1151034582628982912,0.2005
2457939609972623332,-1124738136890721085,0.1958
2457939609972623332,5217724704513784613,0.1682
2457939609972623332,-14569272361926584,0.1616
2457939609972623332,5088013394045185972,0.1586
-2247142819145310881,-4084394822880420062,0.2021
-2247142819145310881,-8689798332822398451,0.2002
-2247142819145310881,1106203543388094548,0.1903
-2247142819145310881,5714874452041944640,0.1869
-2247142819145310881,-7492067511846042603,0.1753
-1492574794514500033,-5756697018315640725,0.0733
-1492574794514500033,5111115201913219115,0.0725
-1492574794514500033,-4089455027188314262,0.0678
-1492574794514500033,3618271604906293310,0.0644
-1492574794514500033,1674373276159762025,0.0638
8316918063034631031,4899554125167253337,0.751
8316918063034631031,6607431762270322325,0.1012
8316918063034631031,-7384231993217222764,0.0994
8316918063034631031,6377566860234930618,0.0964
8316918063034631031,-5238066650780855302,0.0944
-5297634649735765167,1805849336099641652,0.2169
-5297634649735765167,-3697359635590244386,0.209
-5297634649735765167,2271592336048425450,0.2048
-5297634649735765167,2841458704671711663,0.193
-5297634649735765167,4625350031392752392,0.1838
-1917202688559171732,-9128652074338368262,0.4332
-1917202688559171732,-9089854794058353436,0.4259
-1917202688559171732,-7895534832212398576,0.3692
-1917202688559171732,-434149774629603391,0.3689
-1917202688559171732,1920899299418335515,0.3532
-1088742830039453732,-9128652074338368262,0.3119
-1088742830039453732,-1917202688559171732,0.2864
-1088742830039453732,5053372977408537204,0.2797
-1088742830039453732,-434149774629603391,0.2555
-1088742830039453732,3064370296170038610,0.2465
-8279505492976427918,966067567430037498,0.2789
-8279505492976427918,-6739959707791598779,0.2645
-8279505492976427918,-4615575698508618335,0.2571
-8279505492976427918,3294074907209583622,0.2384
-8279505492976427918,4843782008053284888,0.2243
7124632953201847659,6576356408780336784,0.0837
7124632953201847659,3547081132182529111,0.075
7124632953201847659,2885511262558254418,0.0742
7124632953201847659,6377566860234930618,0.0664
7124632953201847659,1184320069221244535,0.0652
-4127059794203205931,3394403706511230595,0.3179
-4127059794203205931,-7959318068735027467,0.2337
-4127059794203205931,9208127165664287660,0.2271
-4127059794203205931,8381798621267347902,0.222
-4127059794203205931,8381798621267347902,0.222
-6369211973034956889,4891164246772479976,0.1799
-6369211973034956889,-2059465483219605309,0.163
-6369211973034956889,-587747935064273401,0.1517
-6369211973034956889,8310689940464940949,0.1191
-6369211973034956889,6620060201676471218,0.1163
-5522643017727334716,6407605752151817831,0.345
-5522643017727334716,1184320069221244535,0.1393
-5522643017727334716,-7384231993217222764,0.1194
-5522643017727334716,-1868297195590431285,0.1041
-5522643017727334716,-6308850935767965758,0.0967
-8615957592921855596,-2329480295839698254,0.1251
-8615957592921855596,-3336755617029300430,0.1116
-8615957592921855596,-504935756748713175,0.111
-8615957592921855596,-894273917655637623,0.1079
-8615957592921855596,4739732607073456292,0.1079
-5602127731550819348,1649752043999819668,0.4974
-5602127731550819348,-3173020603774823976,0.4885
-5602127731550819348,4788854083489560153,0.4766
-5602127731550819348,-7992053163122498177,0.4463
-5602127731550819348,2930191803881821526,0.4079
8049667463017473012,-535029905294961110,0.2367
8049667463017473012,-1878569380455769122,0.2253
8049667463017473012,-3780822597455574960,0.2068
8049667463017473012,5237574390644778994,0.1749
8049667463017473012,-5570129644089964821,0.174
5979676385148714519,-7891960098457323262,0.6086
5979676385148714519,8754824745136110042,0.1947
5979676385148714519,1433393829724383645,0.1696
5979676385148714519,4657430003888493310,0.132
5979676385148714519,-6940659689413147290,0.0959
-5037827401452845772,1115750778137998115,0.5373
-5037827401452845772,6341647533150019811,0.533
-5037827401452845772,-8968101771604200516,0.5279
-5037827401452845772,123378787151399958,0.5262
-5037827401452845772,5779887740609126631,0.5224
4716135688735489427,8626761683919164251,0.255
4716135688735489427,-1297580205670251233,0.2413
4716135688735489427,-2587745393898245957,0.2392
4716135688735489427,4313871021753084020,0.2378
4716135688735489427,4815632823882298534,0.2328
-205193648629294862,2727743992157210358,0.4854
-205193648629294862,-2148899391355011268,0.4795
-205193648629294862,5929055844564382383,0.4135
-205193648629294862,-7002558676365724983,0.3902
-205193648629294862,7516228655554309785,0.3825
7516228655554309785,-7002558676365724983,0.4324
7516228655554309785,-3095494965842381869,0.4211
7516228655554309785,5929055844564382383,0.4035
7516228655554309785,2727743992157210358,0.3968
7516228655554309785,-205193648629294862,0.3825
5468598741732935699,5028081187109329892,0.1994
5468598741732935699,-6289909056857931861,0.1819
5468598741732935699,2727743992157210358,0.1772
5468598741732935699,-205193648629294862,0.1544
5468598741732935699,-8900113512825364282,0.1423
10247031220756478,-6564402465035266866,0.3239
10247031220756478,8482750322470893687,0.2794
10247031220756478,-6115752106105570167,0.252
10247031220756478,-2141497471886086313,0.2209
10247031220756478,6009447229221815725,0.1962
-4615179238096674750,-8968101771604200516,0.3952
-4615179238096674750,123378787151399958,0.3897
-4615179238096674750,231281690254211527,0.3878
-4615179238096674750,4313871021753084020,0.3834
-4615179238096674750,-6810702648836067504,0.375
6237433897543964784,-229081393244987789,0.4835
6237433897543964784,-3428996085514172371,0.2681
6237433897543964784,2220561310072186802,0.2587
6237433897543964784,3320201327008235211,0.2526
6237433897543964784,-8068727428160395745,0.2496
-5024561776910686117,-5798690764728257756,0.1788
-5024561776910686117,6524157088939139948,0.1713
-5024561776910686117,-9103776596534246502,0.1485
-5024561776910686117,6664082205633624486,0.1036
-5024561776910686117,3099207916247126790,0.0993
-724699218170106849,515531013045220470,0.5743
-724699218170106849,-8353590933060505654,0.3766
-724699218170106849,-2547386150711652030,0.2902
-724699218170106849,8637400873589298078,0.2861
-724699218170106849,-4291244850221551577,0.2675
2917561522815946740,-9089854794058353436,0.1513
2917561522815946740,-434149774629603391,0.1492
2917561522815946740,-1173087925894083974,0.145
2917561522815946740,-993224631915984347,0.1352
2917561522815946740,3064370296170038610,0.132
357449794379078687,4579557799493615039,0.3145
357449794379078687,127799031949294618,0.3143
357449794379078687,-6859363289291329827,0.2798
357449794379078687,6104598399077154797,0.2753
357449794379078687,123378787151399958,0.2513
4629488036162962359,-4872447160271266802,0.5231
4629488036162962359,321193326651975856,0.3303
4629488036162962359,-2587745393898245957,0.2873
4629488036162962359,123378787151399958,0.2648
4629488036162962359,-5082274522455747241,0.2587
1954074927376897165,-3400154175330058574,0.227
1954074927376897165,7616472242818646827,0.2221
1954074927376897165,-7342604649736473979,0.1925
1954074927376897165,2725842723638001955,0.1329
1954074927376897165,2399228553079505025,0.1185
-2118981143119783447,-33740349536513960,0.1194
-2118981143119783447,7238948407563080770,0.1112
-2118981143119783447,-8863047175241170722,0.1061
-2118981143119783447,8195862936106508846,0.1005
-2118981143119783447,-2382583983070627054,0.0995
8689098216946253326,162771765556771108,0.3516
8689098216946253326,1449689399273695199,0.3021
8689098216946253326,-5953227649059336919,0.2945
8689098216946253326,1515492713000932747,0.2924
8689098216946253326,8742078838645536785,0.2833
-3169423801125605259,-4414039190127558142,0.2605
-3169423801125605259,1002673045600956890,0.1932
-3169423801125605259,-3876501423599932851,0.1593
-3169423801125605259,-5000193502203199335,0.1379
-3169423801125605259,4273365516830385867,0.1362
279771472506428952,4877833951599818487,0.3294
279771472506428952,5442191984600038712,0.2742
279771472506428952,5619251370090681244,0.2499
279771472506428952,7168347449326627154,0.2154
279771472506428952,-518690781085251687,0.2123
-277169424764188814,962287586799267519,0.5175
-277169424764188814,3017826600888052926,0.5004
-277169424764188814,-844797936291539016,0.4434
-277169424764188814,-5395935973320542237,0.443
-277169424764188814,-7534240757267992657,0.4074
-4049108709890217048,-6792965795755857419,0.6046
-4049108709890217048,7508152369854945139,0.4185
-4049108709890217048,-8641360668993633978,0.3901
-4049108709890217048,-1901742495252324928,0.3731
-4049108709890217048,4338940510328721138,0.3596
3149164017776669829,-1839591250599587429,0.4932
3149164017776669829,-1101361754763388054,0.4356
3149164017776669829,6650072898902843826,0.4158
3149164017776669829,7823781477664935857,0.3141
3149164017776669829,-7033990154815318757,0.3138
3241240229241793423,123378787151399958,0.2606
3241240229241793423,4815632823882298534,0.2604
3241240229241793423,-8968101771604200516,0.2526
3241240229241793423,4313871021753084020,0.2504
3241240229241793423,4563006651994272837,0.2482
-329139582593571060,8386493184609384928,0.3604
-329139582593571060,-5843518165523212471,0.3491
-329139582593571060,4815632823882298534,0.3486
-329139582593571060,123378787151399958,0.3452
-329139582593571060,-5082274522455747241,0.3424
7938100642081250873,-3697359635590244386,0.4406
7938100642081250873,2841458704671711663,0.4277
7938100642081250873,-8618420761918493321,0.4023
7938100642081250873,-8722526817358894474,0.3724
7938100642081250873,7253370880729538418,0.3666
1805849336099641652,-3697359635590244386,0.5723
1805849336099641652,2841458704671711663,0.5617
1805849336099641652,2271592336048425450,0.4973
1805849336099641652,2858969450431709251,0.4731
1805849336099641652,-8618420761918493321,0.4629
7664140604181040222,4671890082953295903,0.2472
